Text,Id,Lenght,Created_at,Source,Favorite_count,Retweet_count,Lang
TaranaBurke: Disappointed that #MeTooVoter was not apart of this #DemDebate but we are going to keep pushing this issue! \n\nSign our pet2\x806',1.1845E+18,140,10/16/2019 15:53,Twitter Web App,0,88,en
"LisaBritton: During this time of MeToo, it is also very very very very very very very very very important to teach young girls that mak2\x806'",1.1845E+18,140,10/16/2019 15:52,Twitter for Android,0,315,en
"ellymelly: #PMLIVE: { regarding a case of #FGM making it as far as the HighCourt of #AUSPOL }\n\n""You can believe in whatever god you wan2\x806'",1.1845E+18,140,10/16/2019 15:52,Twitter for iPhone,0,12,en
"In her own words: @KaiaGerber on modeling, her mother, and #MeToo. https://t.co/cYerTRCAcw https://t.co/ttTv2reC10'",1.1845E+18,114,10/16/2019 15:52,SocialFlow,35,6,en
"2\x80\x9cGreat Read2\x806will leave you wanting more,2\x80\x9d Cust Revu, Pop-Out Girl.. Now at #Tattered Cover Book Store, Denver.2\x806 https://t.co/j1tblKyqL4'",1.1845E+18,135,10/16/2019 15:52,Twitter Web App,0,0,en
kelsey_caine: .@TIME magazine interviewed me about confronting my attacker &amp; convincing him to advocate for sexual assault education wi2\x806',1.1845E+18,144,10/16/2019 15:52,Twitter for Android,0,20,en
"Christian Post published my article ""Pepe Le Pew stinks: The sexual violence of Looney Tunes in a  MeToo Age"" The f2\x806 https://t.co/LBjQ0EotKo'",1.1845E+18,140,10/16/2019 15:52,Twitter Web Client,2,0,en
GulfamBhatia1: #RT #Wound by @GulfamBhatia1 \nWound is an intensely personal account of an extremely personal event of a seventeen-year-2\x806',1.1845E+18,140,10/16/2019 15:52,Twitter Web App,0,14,en
"namitabhandare: Saturday, 3 pm, IIC Annexe talking about India2\x80\x99s #MeToo with 2\x816@IJaising2\x819, Rebecca John, Malvika Rajkotia, 2\x816@MasalaBai2\x8192\x806'",1.1845E+18,139,10/16/2019 15:52,Twitter for iPhone,0,17,en
"""You cannot forget us. You cannot forget people who have the courage. I don2\x80\x99t care if you volunteered for an expose2\x806 https://t.co/cC8cy8eLId'",1.1845E+18,140,10/16/2019 15:52,Twitter Web App,0,0,en
"juliamacfarlane: Happy birthday to Angela Lansbury, who responded to the #MeToo movement by blaming harassment on attractive women http2\x806'",1.1845E+18,140,10/16/2019 15:52,Twitter for iPad,0,9,en
majesticmayaaa: Dear @TaranaBurke this 42 year old yt guy has raped and has sexual contact with over 600 black women while being H.I.V2\x806',1.1845E+18,139,10/16/2019 15:52,Twitter for iPhone,0,324,en
"KaceyKells: KELLCEY ""This story not only bears witness to what countless other women have gone through, but also offers a message of ho2\x806'",1.1845E+18,140,10/16/2019 15:52,Twitter for iPhone,0,3312,en
"IsraelUSAforevr @POTUS Now matt lauer has a few RAPE allegations made against him, the tables have turned and the2\x806 https://t.co/N7X4cBpbeJ'",1.1845E+18,139,10/16/2019 15:52,Twitter Web App,0,0,en
"LisaBritton: During this time of MeToo, it is also very very very very very very very very very important to teach young girls that mak2\x806'",1.1845E+18,140,10/16/2019 15:51,Twitter for iPhone,0,315,en
"farrellERA: Major #MeToo FAIL at the #DemDebate last night, but states are leading the way! THREE more #MeToo #StrongerCA bills signed2\x806'",1.1845E+18,139,10/16/2019 15:51,Twitter Web App,0,6,en
When you always open tinder at a certain location every day specifically cause you wanna find your crush but then t2\x806 https://t.co/ADddVzflBf',1.1845E+18,140,10/16/2019 15:51,Twitter Web App,0,0,en
"YOU:  Alexa, what novel should I read this week?    \nALEXA:  Pop-Out Girl by Irene Woodbury.\n#GreatReads #LitFict2\x806 https://t.co/3aL8iQDq6D'",1.1845E+18,138,10/16/2019 15:51,Twitter Web App,0,0,en
majesticmayaaa: Dear @TaranaBurke this 42 year old yt guy has raped and has sexual contact with over 600 black women while being H.I.V2\x806',1.1845E+18,139,10/16/2019 15:51,Twitter for Android,0,324,en
The message is loud and clear: #MeToo movement or not 2\x80\x93 speaking out about gender-motivated violence will result in2\x806 https://t.co/crEZqsVRLT',1.1845E+18,140,10/16/2019 15:51,Twitter Web App,0,0,en
What happened to innocent until proven guilty...#metoo that2\x80\x99s what. #CubaGoodingJr\n#proveit.',1.1845E+18,92,10/16/2019 15:51,Twitter for iPhone,1,0,en
No #metoo in this hotel #panicbutton https://t.co/frrBp2MoHN',1.1845E+18,60,10/16/2019 15:51,Twitter for iPhone,1,0,en
"LisaBritton: During this time of MeToo, it is also very very very very very very very very very important to teach young girls that mak2\x806'",1.1845E+18,140,10/16/2019 15:51,Twitter Web App,0,315,en
"LisaBritton: During this time of MeToo, it is also very very very very very very very very very important to teach young girls that mak2\x806'",1.1845E+18,140,10/16/2019 15:51,Twitter for iPhone,0,315,en
She bolts from a society wedding &amp; flees to #Vegas with a high school chum named Lizard. Brandi in Pop-Out Girl.2\x806 https://t.co/tld2wo4U9h',1.1845E+18,141,10/16/2019 15:51,Twitter Web App,2,1,en
"LisaBritton: During this time of MeToo, it is also very very very very very very very very very important to teach young girls that mak2\x806'",1.1845E+18,140,10/16/2019 15:51,Twitter for iPhone,0,315,en
I believe every single thing the women have related about #SteveWynn. They should also look into #MichaelGaughn2\x806 https://t.co/H6QeYJpD6B',1.1845E+18,136,10/16/2019 15:51,Twitter for iPhone,4,2,en
"LisaBritton: During this time of MeToo, it is also very very very very very very very very very important to teach young girls that mak2\x806'",1.1845E+18,140,10/16/2019 15:51,Twitter Web App,0,315,en
FeministChina: Please check out our 3-hour workshops of 2\x80\x9cChinese feminist activism2\x80\x9d in NYC this weekend. Saturday https://t.co/kbCEqFgP2\x806',1.1845E+18,140,10/16/2019 15:51,Twitter Web App,0,12,en
"Love, Loss, &amp; What I Wore While Popping Out of a Cake at Caesar2\x80\x99s.  #GreatReads #WomensFiction #MeToo\nhttps://t.co/fwbJoTNbEe'",1.1845E+18,129,10/16/2019 15:51,Twitter Web App,0,0,en
"DelhiTimesTweet: .@kritisanon talks about the #MeToo movement, playing a surrogate in her next and working with @akshaykumar in #Housef2\x806'",1.1845E+18,140,10/16/2019 15:51,Twitter for Android,0,4,en
"LisaBritton: During this time of MeToo, it is also very very very very very very very very very important to teach young girls that mak2\x806'",1.1845E+18,140,10/16/2019 15:50,Twitter for Android,0,315,en
" @Underground_RT: 'George W. Bush went into another country, caused mass chaos that they2\x80\x99re still dealing with, over a million deaths...i2\x806""",1.1845E+18,140,10/16/2019 15:50,Twitter Web App,0,81,en
"LisaBritton: During this time of MeToo, it is also very very very very very very very very very important to teach young girls that mak2\x806'",1.1845E+18,140,10/16/2019 15:50,Twitter for iPhone,0,315,en
" @amnesty: My body, my health.2\x9c\x8a\0\x9f\x8f\xbf\nMy body, my choice.2\x9c\x8a\0\x9f\x8f\xbe\nMy body, my rights.2\x9c\x8a\0\x9f\x8f\xbd\nMy body, my voice. 2\x9c\x8a\0\x9f\x8f\xbc\n\nAbortion is a human right. It's simpl2\x806""",1.1845E+18,140,10/16/2019 15:50,Twitter for iPhone,0,1487,en
At the end of the day it2\x80\x99s a love story.\n#GreatReads #ChickLit #MeToo\nhttps://t.co/fwbJoTNbEe',1.1845E+18,93,10/16/2019 15:50,Twitter Web App,0,4,en
"farrellERA: Major #MeToo FAIL at the #DemDebate last night, but states are leading the way! THREE more #MeToo #StrongerCA bills signed2\x806'",1.1845E+18,139,10/16/2019 15:50,Twitter for iPhone,0,6,en
"LisaBritton: During this time of MeToo, it is also very very very very very very very very very important to teach young girls that mak2\x806'",1.1845E+18,140,10/16/2019 15:50,Twitter for iPhone,0,315,en
"JCSkewesDK: @asehelene .@LeaSkewes has a research line on modern sexism, attitudes to gender equity, gender essentialism, and attitudes2\x806'",1.1845E+18,140,10/16/2019 15:50,Twitter for iPhone,0,1,en
"LisaBritton: During this time of MeToo, it is also very very very very very very very very very important to teach young girls that mak2\x806'",1.1845E+18,140,10/16/2019 15:50,Twitter for iPhone,0,315,en
Not sure this will help or hurt the #MeToo movement. https://t.co/OvZ7WC5OjE',1.1845E+18,76,10/16/2019 15:50,Twitter for iPhone,0,0,en
Leahgreenb: Questions on:\n\n-Puerto Rico: 0\n-Police Violence: 0\n-#MeToo: 0\n-Climate Justice: 0\n-White Supremacy: 0\n-Affordable Housing:2\x806',1.1845E+18,139,10/16/2019 15:49,Twitter for iPhone,0,414,en
Leahgreenb: Questions on:\n\n-Puerto Rico: 0\n-Police Violence: 0\n-#MeToo: 0\n-Climate Justice: 0\n-White Supremacy: 0\n-Affordable Housing:2\x806',1.1845E+18,139,10/16/2019 15:49,Twitter for Android,0,414,en
RealCandaceO: I think Matt Lauer is a scumbag2\x80\x94 as a father and husband. But I also think his accuser2\x80\x94a 30 yr old woman who clearly exch2\x806',1.1845E+18,140,10/16/2019 15:49,Twitter for iPhone,0,4568,en
"LisaBritton: During this time of MeToo, it is also very very very very very very very very very important to teach young girls that mak2\x806'",1.1845E+18,140,10/16/2019 15:49,Twitter for Android,0,315,en
PlisskenVon #MeToo it2\x80\x99s crippling. 2\x80\x9cBut I heard all the best people are2\x80\x9d.',1.1845E+18,74,10/16/2019 15:49,Twitter for iPhone,1,0,en
"namitabhandare: Saturday, 3 pm, IIC Annexe talking about India2\x80\x99s #MeToo with 2\x816@IJaising2\x819, Rebecca John, Malvika Rajkotia, 2\x816@MasalaBai2\x8192\x806'",1.1845E+18,139,10/16/2019 15:49,Twitter for iPad,0,17,en
"SKhmira: #EnaZeda , the Tunisian #MeToo campaign (#\xd83\xd9\x86\xd87\xd8\xb2\xd87\xd8f\xd89) is a campaign launched in Tunisia to spread awareness and encourage more wo2\x806'",1.1845E+18,140,10/16/2019 15:49,Twitter for iPhone,0,20,en
" @PaulDDDaughters: An #Uber driver asked a young #woman if she wanted to be 'friends with benefits' in exchange for free trips 'whenever2\x806""",1.1845E+18,139,10/16/2019 15:49,Twitter for Android,0,31,en
Wow 2\x80\x93 what an important message. Thank you @TaranaBurke #MeToo https://t.co/1zjvBXp0xn',1.1845E+18,86,10/16/2019 15:49,Buffer,34,2,en
CharmedDaily: .@Alyssa_Milano promotes book Hope: Project Middle School https://t.co/lM25QMfdhg',1.1845E+18,99,10/16/2019 15:48,Twitter for Android,0,8,en
"LisaBritton: During this time of MeToo, it is also very very very very very very very very very important to teach young girls that mak2\x806'",1.1845E+18,140,10/16/2019 15:48,Twitter for Android,0,315,en
"b""@ACShilton You're not doing anything wrong, but I don't know that there are any simple answers to overcoming that k2\x806 https://t.co/ivnmL7h4LF""",1.1845E+18,140,10/16/2019 15:48,Twitter Web App,1,0,en
dazyjane410 @USAO_DC #MeToo Not  even a slap on the wrist! \0\x9f\x981',1.1845E+18,61,10/16/2019 15:48,Twitter for Android,0,0,en
prisonculture: My new zine project puts current discussions about #MeToo in conversation with early 1970s radical socialist feminists w2\x806',1.1845E+18,140,10/16/2019 15:48,Twitter Web App,0,5,en
"LisaBritton: During this time of MeToo, it is also very very very very very very very very very important to teach young girls that mak2\x806'",1.1845E+18,140,10/16/2019 15:48,Twitter for Android,0,315,en
prsatristate: Here2\x80\x99s our awesome 2\x80\x9cTimes Up and #MeToo - Navigating Crises with a Social Movement2\x80\x9d #TriStateConf panelist lineup:\n\n\0\x9f\x93\x8c @ke2\x806',1.1845E+18,140,10/16/2019 15:48,Twitter for iPhone,0,1,en
"b""BBC News - Sandra Muller, France's #MeToo creator, fined for defamation https://t.co/038n205WoK""",1.1845E+18,95,10/16/2019 15:48,Twitter Web Client,1,1,en
dazyjane410: @USAO_DC As a child sexual abuse survivor who didn2\x80\x99t receive justice this brings me the utmost satisfaction. #MeToo',1.1845E+18,132,10/16/2019 15:48,Twitter for iPhone,0,2,en
"KaceyKells: ""A from the heart account of rape, from a precious young author. Whether or not you or a loved one have suffered from any f2\x806'",1.1845E+18,140,10/16/2019 15:48,Twitter for iPhone,0,30,en
"TheHazelHayes: Two older women at the table next to me complaining about the #MeToo movement. Apparently, 2\x80\x9cthose girls got something in2\x806'",1.1845E+18,140,10/16/2019 15:48,Twitter for iPhone,0,41,en
"LisaBritton: During this time of MeToo, it is also very very very very very very very very very important to teach young girls that mak2\x806'",1.1845E+18,140,10/16/2019 15:48,Twitter for iPhone,0,315,en
"Change is coming. In many respects, Mexico2\x80\x99s #MeToo reckoning has already arrived. By @Ann_dLandes https://t.co/FPiIcZGas0'",1.1845E+18,122,10/16/2019 15:48,Buffer,1,1,en
"girlygirlsguide: NO ONE ASKED FOR IT!!! \n\nNot one single victim of physical, emotional, or sexual abuse ever asked for it to happen.2\x806'",1.1845E+18,137,10/16/2019 15:48,Twitter for Android,0,2,en
"namitabhandare: Saturday, 3 pm, IIC Annexe talking about India2\x80\x99s #MeToo with 2\x816@IJaising2\x819, Rebecca John, Malvika Rajkotia, 2\x816@MasalaBai2\x8192\x806'",1.1845E+18,139,10/16/2019 15:48,Twitter for Android,0,17,en
tba2012: all of this under the direction of the Trump administration - if Hillary was President - not so much - #MeToo\n#MeTooMovement #2\x806',1.1845E+18,140,10/16/2019 15:48,Twitter for iPhone,0,1,en
"JohnWDean: Hat tip to Christ Hayes for honestly explaining how his bosses at NBC sat on Ronan Farrow2\x80\x99s info about Harvey Weinstein, Mat2\x806'",1.1845E+18,140,10/16/2019 15:48,Twitter for iPhone,0,253,en
"""We have to figure out, does PR have a role in these firings (in relation to #MeToo, etc.)? Or do we have to revamp2\x806 https://t.co/wWn774wTDA'",1.1845E+18,140,10/16/2019 15:47,Twitter Web App,2,1,en
CBSNews Isnt this sexual harrament too? Restricting reproductive rights of women?.. The #metoo movement should be all overthis..',1.1845E+18,129,10/16/2019 15:47,Twitter for Android,0,0,en
"JohnOSullivan36 Since #metoo, women are always right.  Don2\x80\x99t try to fight or understand.  Just accept.'",1.1845E+18,103,10/16/2019 15:47,Twitter for iPhone,0,0,en
"LisaBritton: During this time of MeToo, it is also very very very very very very very very very important to teach young girls that mak2\x806'",1.1845E+18,140,10/16/2019 15:47,Twitter for iPhone,0,315,en
"farrellERA: Major #MeToo FAIL at the #DemDebate last night, but states are leading the way! THREE more #MeToo #StrongerCA bills signed2\x806'",1.1845E+18,139,10/16/2019 15:47,Twitter Web App,0,6,en
"LisaBritton: During this time of MeToo, it is also very very very very very very very very very important to teach young girls that mak2\x806'",1.1845E+18,140,10/16/2019 15:47,Twitter for iPhone,0,315,en
vennicebitch: bombshell looks so good until you realize it2\x80\x99s entirely directed and written by men and it only exists because studios ar2\x806',1.1845E+18,140,10/16/2019 15:47,Twitter for iPhone,0,283,en
"LisaBritton: During this time of MeToo, it is also very very very very very very very very very important to teach young girls that mak2\x806'",1.1845E+18,140,10/16/2019 15:47,Twitter for Android,0,315,en
GretchenCarlson: Thank u @Alyssa_Milano @TaranaBurke @TIMESUPNOW @MiraSorvino @AshleyJudd &amp; so many other brave women who provided that2\x806',1.1845E+18,144,10/16/2019 15:47,Twitter for Android,0,16,en
"LisaBritton: During this time of MeToo, it is also very very very very very very very very very important to teach young girls that mak2\x806'",1.1845E+18,140,10/16/2019 15:46,Twitter for Android,0,315,en
vennicebitch: bombshell looks so good until you realize it2\x80\x99s entirely directed and written by men and it only exists because studios ar2\x806',1.1845E+18,140,10/16/2019 15:46,Twitter for iPhone,0,283,en
ColbyCollege: Are efforts to educate students in all-boys schools in the #MeToo era effective? See what Prof of Education @M_Adam_Howar2\x806',1.1845E+18,140,10/16/2019 15:46,Twitter for iPhone,0,2,en
"LisaBritton: During this time of MeToo, it is also very very very very very very very very very important to teach young girls that mak2\x806'",1.1845E+18,140,10/16/2019 15:46,Twitter for Android,0,315,en
"farrellERA: Major #MeToo FAIL at the #DemDebate last night, but states are leading the way! THREE more #MeToo #StrongerCA bills signed2\x806'",1.1845E+18,139,10/16/2019 15:46,Twitter for iPhone,0,6,en
GretchenCarlson: Thank u @Alyssa_Milano @TaranaBurke @TIMESUPNOW @MiraSorvino @AshleyJudd &amp; so many other brave women who provided that2\x806',1.1845E+18,144,10/16/2019 15:46,Twitter Web App,0,16,en
vennicebitch: bombshell looks so good until you realize it2\x80\x99s entirely directed and written by men and it only exists because studios ar2\x806',1.1845E+18,140,10/16/2019 15:46,TweetCaster for Android,0,283,en
" @RepMGS: Two years ago, #MeToo changed us. It's become part of our national consciousness, demanding better for survivors &amp; future gener2\x806""",1.1845E+18,144,10/16/2019 15:46,Twitter for iPad,0,11,en
"TheHazelHayes: Two older women at the table next to me complaining about the #MeToo movement. Apparently, 2\x80\x9cthose girls got something in2\x806'",1.1845E+18,140,10/16/2019 15:46,Twitter for iPhone,0,41,en
GadflyMorse: @Laffincrow @jack #MeToo ... @Twitter should open up the platform to divergent viewpoints ... and eliminate #ShadowBanning2\x806',1.1845E+18,140,10/16/2019 15:46,Twitter for Android,0,1,en
mpetricone: Victimized and marginalized individuals would be much worse off without #Section230.  230 empowers marginalized groups to s2\x806',1.1845E+18,140,10/16/2019 15:45,Twitter for Android,0,21,en
"LisaBritton: During this time of MeToo, it is also very very very very very very very very very important to teach young girls that mak2\x806'",1.1845E+18,140,10/16/2019 15:45,Twitter Web App,0,315,en
"b""@JohnMoo61503540 @stellafrater @piersmorgan @GMB Don't you mean #MeToo""",1.1845E+18,70,10/16/2019 15:45,Twitter Web App,0,0,en
#MeToo \nSystematic rape of muslim women https://t.co/VD5NqcmZKD',1.1845E+18,63,10/16/2019 15:45,Twitter Web App,2,0,en
majesticmayaaa: Dear @TaranaBurke this 42 year old yt guy has raped and has sexual contact with over 600 black women while being H.I.V2\x806',1.1845E+18,139,10/16/2019 15:45,Twitter for iPhone,0,324,en
"Happy birthday to Angela Lansbury, who responded to the #MeToo movement by blaming harassment on attractive women https://t.co/xw9YWzIwpB'",1.1845E+18,137,10/16/2019 15:45,Twitter Web App,26,9,en
"LisaBritton: During this time of MeToo, it is also very very very very very very very very very important to teach young girls that mak2\x806'",1.1845E+18,140,10/16/2019 15:45,Twitter Web App,0,315,en
tba2012: Lets keep ICE and get rid of Democrats - #MeToo\n#MeTooMovement #samich #MAGA #Blexit #WalkAway #WeBuildTheWall #KAG #KAG2020 #2\x806',1.1845E+18,140,10/16/2019 15:45,Twitter for iPhone,0,1,en
"Given how TOY STORY 4 was reshaped by the #MeToo movement, it2\x80\x99s... odd that it has a subplot about Woody (arguably2\x806 https://t.co/dMFCC4mqSV'",1.1845E+18,139,10/16/2019 15:45,Twitter for iPhone,2,0,en
" @PaulDDDaughters: An #Uber driver asked a young #woman if she wanted to be 'friends with benefits' in exchange for free trips 'whenever2\x806""",1.1845E+18,139,10/16/2019 15:45,Twitter for Android,0,31,en
"karen__cardwell: I was raised to believe the secular world was out to get you and drag you to hell. Turns out, the secular world was a2\x806'",1.1845E+18,139,10/16/2019 15:45,Twitter Web App,0,59,en
" @tanzinavega: In the aftermath of the #MeToo allegations in professional circles women and women of color didn't just get these roles be2\x806""",1.1845E+18,140,10/16/2019 15:45,Twitter for Android,0,18,en
"LisaBritton @RyanAFournier There is no #metoo, if there was a #NoFingWay first.'",1.1845E+18,80,10/16/2019 15:45,Twitter for iPhone,0,0,en
"LisaBritton: During this time of MeToo, it is also very very very very very very very very very important to teach young girls that mak2\x806'",1.1845E+18,140,10/16/2019 15:45,Twitter for iPhone,0,315,en
By cancelling the MeToo movement because accusations are not the same as convictions. https://t.co/lHKicS2H9v',1.1845E+18,109,10/16/2019 15:45,Twitter for Android,0,0,en
"book_tribe: 2\x802 KELLCEY is available all over the world on AMAZON, BARNES &amp; NOBLE, Abebooks, Alibris, Blackwells \0\x9f\x87c\0\x9f\x877 \0\x9f\x878\0\x9f\x876 \0\x9f\x87\xba\0\x9f\x87\xb8 \0\x9f\x876\0\x9f\x87\xba \0\x9f\x879\0\x9f\x87a \0\x9f\x87b\0\x9f\x87\xb7 \0\x9f\x87\xb2\0\x9f\x87\xbd \0\x9f\x87\xb3\0\x9f\x87\xb42\x806'",1.1845E+18,143,10/16/2019 15:45,Twitter Web App,0,9,en
WinbergOscar: The #MeToo movement remains as relevant and we need to reckon with the consequences for the women who came forward.\n\nIt i2\x806',1.1845E+18,140,10/16/2019 15:44,Twitter for Android,0,2,en
Faith-Based Show 2\x80\x98Vindication2\x80\x99 Displays Realities of Sexual Abuse: https://t.co/3wP9tbGr67\n\nThe Amazon Prime series2\x806 https://t.co/0lMFmMCbDi',1.1845E+18,140,10/16/2019 15:44,Twitter Web App,5,3,en
"Tomorrow, HRW2\x80\x99s Laurie Bishop will be on a panel, The State and Federal Legislative Response to the #MeToo Movement2\x806 https://t.co/UqVnxeJSeo'",1.1845E+18,140,10/16/2019 15:44,Twitter Web App,2,1,en
"LisaBritton: During this time of MeToo, it is also very very very very very very very very very important to teach young girls that mak2\x806'",1.1845E+18,140,10/16/2019 15:44,Twitter Web App,0,315,en
mrsluv78: @TheBlastNews #fireamberheard @ACLU @UNHumanRights @LOrealParisUSA @un @WBHomeEnt  STOP PROTECTING AMBER HEARD! HOW MUCH EVID2\x806',1.1845E+18,140,10/16/2019 15:44,Twitter Web App,0,13,en
"nancyjosales: Also met his victims on Bumble. ""No matter what you believe, consent always matters,"" said [one of his victims]. ""And to2\x806'",1.1845E+18,139,10/16/2019 15:44,Twitter Web App,0,1,en
"b""Wanted: Intimacy coordinators. Hollywood's fastest growing job https://t.co/2a4ZSI9kml #reuters #entertainment #news https://t.co/27MtI9yb7Z""",1.1845E+18,140,10/16/2019 15:44,dlvr.it,0,0,en
4AmericanKat: What it2\x80\x99s become is an evil tool of the left to take out political opponents or anyone who challenges their power &amp; autho2\x806',1.1845E+18,144,10/16/2019 15:43,Twitter for iPhone,0,71,en
"NO ONE ASKED FOR IT!!! \n\nNot one single victim of physical, emotional, or sexual abuse ever asked for it to happen.2\x806 https://t.co/DDRNrDI2ug'",1.1845E+18,140,10/16/2019 15:43,Twitter Web App,15,2,en
" @Underground_RT: 'George W. Bush went into another country, caused mass chaos that they2\x80\x99re still dealing with, over a million deaths...i2\x806""",1.1845E+18,140,10/16/2019 15:43,Twitter for iPhone,0,81,en
"LisaBritton: During this time of MeToo, it is also very very very very very very very very very important to teach young girls that mak2\x806'",1.1845E+18,140,10/16/2019 15:43,Twitter for iPhone,0,315,en
NussbaumAbigail Especially when there are so many other victims of MeToo whose stories are far more compelling and2\x806 https://t.co/CQR6tCKbou',1.1845E+18,140,10/16/2019 15:43,Twitter Web App,1,0,en
"LisaBritton: During this time of MeToo, it is also very very very very very very very very very important to teach young girls that mak2\x806'",1.1845E+18,140,10/16/2019 15:43,Twitter Web App,0,315,en
"LisaBritton: During this time of MeToo, it is also very very very very very very very very very important to teach young girls that mak2\x806'",1.18449E+18,140,10/16/2019 15:43,Twitter for iPhone,0,315,en
AngieUn27401972 @childwelmonitor @madncmoms @Catof9tails1 @SloperCathy @DV_MeToo @AudreyMak5 @c_r_y__o_u_t2\x806 https://t.co/3Bw2uFD770',1.18449E+18,132,10/16/2019 15:43,Twitter Web Client,1,0,en
reet__: .@kerrymflynn long time follower big time fan!! Super excited for the next panel on navigating crises in the age of #metoo #tri2\x806',1.18449E+18,140,10/16/2019 15:42,Twitter Web App,0,1,en
#Illinois #SupremeCourt anticipated ruling on #constitutionality of #Revenge #Porn #law may affect outcome of forme2\x806 https://t.co/kMvABjwd3i',1.18449E+18,140,10/16/2019 15:42,Twitter Web App,0,0,en
troitorain: Is this the new Pill Cosby? https://t.co/rE8gHd4kdN @youngyellow62 #CubaGoodingJr #MeToo https://t.co/gifH7JR35i',1.18449E+18,128,10/16/2019 15:42,Twitter Web App,0,14,en
"LisaBritton: During this time of MeToo, it is also very very very very very very very very very important to teach young girls that mak2\x806'",1.18449E+18,140,10/16/2019 15:42,Twitter for iPhone,0,315,en
"LisaBritton: During this time of MeToo, it is also very very very very very very very very very important to teach young girls that mak2\x806'",1.18449E+18,140,10/16/2019 15:42,Twitter for iPad,0,315,en
majesticmayaaa: Dear @TaranaBurke this 42 year old yt guy has raped and has sexual contact with over 600 black women while being H.I.V2\x806',1.18449E+18,139,10/16/2019 15:42,Twitter for Android,0,324,en
"Also met his victims on Bumble. ""No matter what you believe, consent always matters,"" said [one of his victims]. ""A2\x806 https://t.co/mE418nem5h'",1.18449E+18,140,10/16/2019 15:42,Twitter Web App,6,1,en
"LisaBritton: During this time of MeToo, it is also very very very very very very very very very important to teach young girls that mak2\x806'",1.18449E+18,140,10/16/2019 15:42,Twitter for iPhone,0,315,en
AthenaLeave: @Tim_R_Dawson #MeToo spot on that gentleman \0\x9f\x91\x8f\0\x9f\x8f\xbb\0\x9f\x91\x8f\0\x9f\x8f\xbb\0\x9f\x91\x8f\0\x9f\x8f\xb,1.18449E+18,67,10/16/2019 15:42,Twitter Web App,0,1,en
"SenSchumer: When the hashtag started two years ago today, #MeToo helped raise awareness for the ongoing Me Too movement.\n\nThank you to2\x806'",1.18449E+18,139,10/16/2019 15:42,Twitter for Android,0,192,en
azbrodsky: I mean I guess this is just all the #MeToo backlash in a nutshell \n\nUs: We think it is bad that there exist rapists and hara2\x806',1.18449E+18,140,10/16/2019 15:42,Twitter for Android,0,65,en
4AmericanKat: What it2\x80\x99s become is an evil tool of the left to take out political opponents or anyone who challenges their power &amp; autho2\x806',1.18449E+18,144,10/16/2019 15:42,Twitter for iPhone,0,71,en
" @NussbaumAbigail: Can't get over the fact that the first Hollywood dramatization of a #MeToo story is going to be about rich, white Fox2\x806""",1.18449E+18,139,10/16/2019 15:42,Twitter Web App,0,20,en
4AmericanKat: What it2\x80\x99s become is an evil tool of the left to take out political opponents or anyone who challenges their power &amp; autho2\x806',1.18449E+18,144,10/16/2019 15:42,Twitter for Android,0,71,en
#MeToo protest planned outside art space formerly run by Bill\xc20Tonnesen https://t.co/sdJXXg57',1.18449E+18,94,10/16/2019 15:41,WordPress.com,0,0,en
"NoRA4USA: On the 2nd anniversary of #MeToo\xc20 going viral, @senatemajldr could have called a vote on the Violence Against Women Renewal A2\x806'",1.18449E+18,140,10/16/2019 15:41,Twitter Web App,0,146,en
.@kerrymflynn long time follower big time fan!! Super excited for the next panel on navigating crises in the age of2\x806 https://t.co/iMQTUWlcTL',1.18449E+18,140,10/16/2019 15:41,Twitter for iPhone,6,1,en
girlnamedanne: Abilene is small. This church was next door to me and I went there often in the 90s. It2\x80\x99s likely I know the victims and2\x806',1.18449E+18,139,10/16/2019 15:41,Twitter Web App,0,6,en
Here2\x80\x99s our awesome 2\x80\x9cTimes Up and #MeToo - Navigating Crises with a Social Movement2\x80\x9d #TriStateConf panelist lineup:2\x806 https://t.co/Uv1ZGWhTl,1.18449E+18,139,10/16/2019 15:41,Twitter for iPhone,3,1,en
"KaceyKells: KELLCEY ""This story not only bears witness to what countless other women have gone through, but also offers a message of ho2\x806'",1.18449E+18,140,10/16/2019 15:41,Twitter Web App,0,3312,en
majesticmayaaa: Dear @TaranaBurke this 42 year old yt guy has raped and has sexual contact with over 600 black women while being H.I.V2\x806',1.18449E+18,139,10/16/2019 15:41,Twitter for iPhone,0,324,en
azbrodsky: I mean I guess this is just all the #MeToo backlash in a nutshell \n\nUs: We think it is bad that there exist rapists and hara2\x806',1.18449E+18,140,10/16/2019 15:41,Twitter Web App,0,65,en
"musicnewsfact: .@SelenaGomez helped set up the legend defence fund for the #MeToo movement back in January 2018, The Washing Post repor2\x806'",1.18449E+18,140,10/16/2019 15:41,Twitter for Android,0,881,en
Lets keep ICE and get rid of Democrats - #MeToo\n#MeTooMovement #samich #MAGA #Blexit #WalkAway #WeBuildTheWall #KAG2\x806 https://t.co/ULyM3a1bh5',1.18449E+18,140,10/16/2019 15:40,Twitter Web App,0,1,en
kelsey_caine: .@TIME magazine interviewed me about confronting my attacker &amp; convincing him to advocate for sexual assault education wi2\x806',1.18449E+18,144,10/16/2019 15:40,Twitter for Android,0,20,en
